,Venue,Venue Latitude,Venue Longitude,Venue Category
133,Ecole Sainte-Trinité,50.82858092378448,4.380538254036499,High School
134,Ecole Claire-Joie,50.8282364572738,4.384214513340635,Elementary School
135,Athénée Royal Jean Absil,50.830841403860084,4.398611551660464,High School
136,Lutgardis basisschool,50.82224963492747,4.381918543119673,Elementary School
137,Kinderdagverblijf Lutgardis,50.82237066336642,4.3821999671044,Preschool
138,magellan,50.83818807308383,4.342639540074593,School
139,Interface3,50.864002,4.360849,School
140,Syntra Brussel Campus Tour&Taxis,50.86491356657974,4.34877682680771,School
141,ecole communale Léon Lepage,50.846606,4.345592,Elementary School
142,Jury de la Communeauté Française,50.85839680689957,4.344630280654549,High School
143,De Vier Winden Basisschool,50.85584808649555,4.336145399906682,Elementary School
144,Freinetschool De Klimpaal,50.853315366790916,4.334097925561511,Elementary School
145,Basisschool 't Klavertje 4,50.864522729927295,4.35469613655342,Elementary School
146,gbs regenboog,50.862790087477485,4.34338991528141,Elementary School
147,GBS Windroos,50.8544084217161,4.330605231758208,Elementary School
148,Sainte Ursule,50.85576957604917,4.33666234757041,Nursery School
149,Opleidingsinstituut van de Federale Overheid (OFO) - Institut de Formation de l'Administration fédérale (IFA) (Opleidingsinstituut van de Federale Overheid (OFO)),50.860910738766435,4.356512762713213,Office
150,Atelier Yves Mattagne,50.86346815395367,4.3483943367911895,Restaurant
151,MolenGeek,50.8552,4.341178,Coworking Space
152,De Academie van de Stafdienst P&O / L'Académie du Service d'encadrement P&O,50.86040729910889,4.356627739713659,Adult Education Center
153,CVO Lethas Campus Solvay,50.86230246018998,4.360187455346349,Adult Education Center
154,CVO Lethas Campus Hovenier,50.85980263966289,4.337113431240983,Adult Education Center
